AUS,CAN,CHN,DEU,IND,IRN,ITA,JPN,KOR,MEX,RUS,SAU,AZF,UK,USA
417.7,541,7706.8,765.6,1591.1,528.6,407.9,1098,528.1,443.6,1556.4,438.2,451.2,519.9,5424.5
